County,Heat,Wet Bulb,Farm Crop Yields,Sea Level Rise,Very Large Fires,Economic Damages,Total Risk Score
"Sumter County, SC",6,1,8,1,3,5,24
"Aiken County, SC",6,2,8,1,1,5,23
"Dillon County, SC",6,2,8,1,1,5,23
"Fairfield County, SC",6,2,8,1,1,5,23
"Kershaw County, SC",6,2,8,1,1,5,23
"Lee County, SC",6,1,8,1,2,6,24
"Marlboro County, SC",6,2,8,1,1,5,23
"Calhoun County, SC",6,1,8,1,1,5,22
"Greenwood County, SC",6,1,8,1,1,5,22
"Union County, SC",6,1,8,1,1,5,22
"Chesterfield County, SC",6,1,8,1,1,5,22
"Lancaster County, SC",6,1,8,1,1,5,22
"Abbeville County, SC",6,1,7,1,1,5,21
"Chester County, SC",6,1,7,1,1,5,21
"Newberry County, SC",4,1,8,1,1,5,20
"Greenville County, SC",6,1,5,1,2,5,20
"Pickens County, SC",6,2,4,1,2,5,20
"Spartanburg County, SC",6,1,6,1,1,5,20
"York County, SC",6,1,6,1,1,5,20
"Anderson County, SC",6,2,4,1,1,5,19
"Laurens County, SC",6,1,5,1,1,5,19
"Cherokee County, SC",4,1,3,1,1,5,15
"Oconee County, SC",4,1,3,1,1,5,15
"Meade County, SD",6,2,4,1,6,5,24
"Pennington County, SD",6,1,4,1,6,5,23
"Haakon County, SD",6,2,5,1,4,5,23
"Butte County, SD",4,1,4,1,6,5,21
"Harding County, SD",4,1,4,1,6,5,21
"Jackson County, SD",6,2,5,1,3,5,22
"Jones County, SD",6,2,5,1,3,5,22
"Lyman County, SD",6,2,6,1,2,5,22
"Perkins County, SD",4,2,3,1,6,5,21
"Ziebach County, SD",6,2,4,1,4,5,22
"Charles Mix County, SD",6,2,5,1,2,5,21
"Custer County, SD",3,1,4,1,6,5,20
"Dewey County, SD",4,2,4,1,4,5,20
"Mellette County, SD",6,2,5,1,2,5,21
"Bennett County, SD",6,2,4,1,2,5,20
"Brule County, SD",6,2,5,1,1,5,20
"Corson County, SD",4,2,4,1,4,4,19
"Douglas County, SD",6,2,5,1,1,5,20
"Fall River County, SD",6,1,4,1,3,5,20
"Gregory County, SD",4,2,5,1,2,5,19
"Hughes County, SD",6,2,4,1,2,5,20
"Stanley County, SD",6,2,3,1,3,5,20
"Sully County, SD",6,2,4,1,2,5,20
"Tripp County, SD",6,2,5,1,1,5,20
"Yankton County, SD",6,2,5,1,1,5,20
"Bon Homme County, SD",4,2,5,1,1,5,18
"Faulk County, SD",4,2,4,1,2,5,18
"Hand County, SD",4,2,4,1,2,5,18
"Hyde County, SD",4,2,4,1,2,5,18
"Lawrence County, SD",3,1,4,1,5,4,18
"Potter County, SD",6,2,3,1,2,5,19
"Sanborn County, SD",4,2,5,1,1,5,18
"Beadle County, SD",4,2,4,1,1,5,17
"Buffalo County, SD",4,1,5,1,1,5,17
"Clay County, SD",4,1,5,1,1,5,17
"Davison County, SD",4,2,4,1,1,5,17
"Hanson County, SD",4,2,4,1,1,5,17
"Jerauld County, SD",4,2,4,1,1,5,17
"Todd County, SD",6,2,3,1,1,5,18
"Aurora County, SD",4,1,4,1,1,5,16
"Campbell County, SD",4,2,3,1,1,5,16
"Hutchinson County, SD",4,1,4,1,1,5,16
"Lincoln County, SD",4,1,4,1,1,5,16
"McCook County, SD",4,1,4,1,1,5,16
"McPherson County, SD",4,2,3,1,1,5,16
"Marshall County, SD",4,2,3,1,1,5,16
"Miner County, SD",3,2,4,1,1,5,16
"Oglala Lakota County, SD",1,1,4,1,3,5,15
"Roberts County, SD",4,2,3,1,1,5,16
"Spink County, SD",4,1,4,1,1,5,16
"Turner County, SD",4,1,4,1,1,5,16
"Union County, SD",4,1,4,1,1,5,16
"Walworth County, SD",4,2,3,1,1,5,16
"Brown County, SD",4,1,3,1,1,5,15
"Edmunds County, SD",4,1,3,1,1,5,15
"Kingsbury County, SD",3,2,3,1,1,5,15
"Minnehaha County, SD",4,1,3,1,1,5,15
"Brookings County, SD",3,1,3,1,1,5,14
"Clark County, SD",3,1,3,1,1,5,14
"Codington County, SD",3,1,3,1,1,5,14
"Day County, SD",3,1,3,1,1,5,14
"Deuel County, SD",3,1,3,1,1,5,14
"Grant County, SD",3,1,3,1,1,5,14
"Hamlin County, SD",3,1,3,1,1,5,14
"Lake County, SD",3,1,3,1,1,5,14
"Moody County, SD",3,1,3,1,1,5,14
"Shelby County, TN",7,7,8,1,1,5,29
"Dyer County, TN",6,7,8,1,1,5,28
"Lake County, TN",6,7,8,1,1,5,28
"Madison County, TN",6,7,8,1,1,5,28
"Tipton County, TN",6,7,8,1,1,5,28
"Chester County, TN",6,7,8,1,1,5,28
"Crockett County, TN",6,7,8,1,1,5,28
"Fayette County, TN",7,5,8,1,1,5,27
"Gibson County, TN",6,7,8,1,1,5,28
"Haywood County, TN",6,7,8,1,1,5,28
"Henderson County, TN",6,7,8,1,1,5,28
"Lauderdale County, TN",6,6,8,1,1,5,27
"McNairy County, TN",6,6,8,1,1,5,27
"Montgomery County, TN",6,7,8,1,1,5,28
"Obion County, TN",6,7,8,1,1,5,28
"Weakley County, TN",6,7,8,1,1,5,28
"Carroll County, TN",6,6,8,1,1,5,27
"Hardeman County, TN",6,5,8,1,1,5,26
"Hardin County, TN",6,6,8,1,1,5,27
"Stewart County, TN",6,7,7,1,1,5,27
"Benton County, TN",6,6,7,1,1,5,26
"Henry County, TN",6,6,7,1,1,5,26
"Perry County, TN",6,4,8,1,1,5,25
"Cheatham County, TN",6,5,7,1,1,5,25
"Decatur County, TN",6,4,7,1,1,5,24
"Houston County, TN",6,5,6,1,1,5,24
"Humphreys County, TN",4,5,7,1,1,5,23
"Macon County, TN",6,7,4,1,1,5,24
"Maury County, TN",6,4,7,1,1,5,24
"Trousdale County, TN",6,7,4,1,1,5,24
"Giles County, TN",6,4,6,1,1,5,23
"Hamilton County, TN",6,2,6,1,2,5,22
"Hickman County, TN",4,4,7,1,1,5,22
"Robertson County, TN",6,5,5,1,1,5,23
"Rutherford County, TN",6,4,6,1,1,5,23
"Sumner County, TN",6,5,5,1,1,5,23
"Williamson County, TN",6,5,5,1,1,5,23
"Davidson County, TN",6,5,4,1,1,5,22
"Dickson County, TN",4,4,6,1,1,5,21
"Jackson County, TN",6,5,4,1,1,5,22
"Lincoln County, TN",6,4,5,1,1,5,22
"Roane County, TN",4,4,5,1,2,5,21
"Smith County, TN",6,6,3,1,1,5,22
"Wayne County, TN",6,2,6,1,1,5,21
"Wilson County, TN",6,5,4,1,1,5,22
"Anderson County, TN",4,2,5,1,2,5,19
"Bedford County, TN",6,4,4,1,1,5,21
"Cannon County, TN",6,4,4,1,1,5,21
"Lawrence County, TN",4,2,6,1,1,5,19
"Lewis County, TN",4,2,6,1,1,5,19
"Marshall County, TN",6,4,4,1,1,5,21
"Sevier County, TN",3,1,7,1,2,5,19
"Clay County, TN",4,4,4,1,1,5,19
"Grundy County, TN",6,2,3,1,2,5,19
"Knox County, TN",4,2,4,1,2,5,18
"Loudon County, TN",4,4,3,1,2,5,19
"Marion County, TN",6,2,3,1,2,5,19
"Moore County, TN",4,2,5,1,1,5,18
"Scott County, TN",4,2,4,1,2,5,18
"Warren County, TN",6,4,3,1,1,5,20
"White County, TN",4,4,3,1,2,5,19
"Bledsoe County, TN",4,2,3,1,2,5,17
"Campbell County, TN",4,1,4,1,2,5,17
"Claiborne County, TN",4,2,3,1,2,5,17
"Cocke County, TN",4,2,3,1,2,5,17
"Coffee County, TN",4,4,3,1,1,5,18
"DeKalb County, TN",4,4,3,1,1,5,18
"Franklin County, TN",4,2,3,1,2,5,17
"Hamblen County, TN",4,2,3,1,2,5,17
"Jefferson County, TN",4,2,3,1,2,5,17
"McMinn County, TN",4,2,3,1,2,5,17
"Meigs County, TN",4,2,3,1,2,5,17
"Monroe County, TN",4,2,3,1,2,5,17
"Overton County, TN",4,4,3,1,1,5,18
"Rhea County, TN",4,2,3,1,2,5,17
"Sequatchie County, TN",4,2,3,1,2,5,17
"Blount County, TN",4,1,3,1,2,5,16
"Bradley County, TN",4,1,3,1,2,5,16
"Carter County, TN",3,2,3,1,2,5,16
"Fentress County, TN",3,2,3,1,2,5,16
"Grainger County, TN",4,1,3,1,2,5,16
"Greene County, TN",4,1,3,1,2,5,16
"Hancock County, TN",4,1,3,1,2,5,16
"Hawkins County, TN",4,1,3,1,2,5,16
"Polk County, TN",4,1,3,1,2,5,16
"Putnam County, TN",4,2,3,1,1,5,16
"Unicoi County, TN",3,2,3,1,2,5,16
"Union County, TN",4,1,3,1,2,5,16
"Van Buren County, TN",4,1,3,1,2,5,16
"Cumberland County, TN",3,1,3,1,2,5,15
"Johnson County, TN",3,1,3,1,2,5,15
"Morgan County, TN",3,1,3,1,2,5,15
"Pickett County, TN",3,2,3,1,1,5,15
"Sullivan County, TN",3,1,3,1,2,5,15
"Washington County, TN",3,1,3,1,2,5,15
"Cameron County, TX",6,10,8,4,1,7,36
"Galveston County, TX",6,7,9,4,1,8,35
"Willacy County, TX",10,4,10,4,1,7,36
"Kleberg County, TX",9,4,10,4,1,7,35
"Refugio County, TX",9,4,10,4,1,7,35
"Nueces County, TX",9,5,8,4,1,7,34
"Pecos County, TX",9,4,8,1,6,5,33
"Starr County, TX",10,6,10,1,1,6,34
"Webb County, TX",10,7,10,1,1,5,34
"Harris County, TX",9,4,10,3,1,6,33
"Hidalgo County, TX",10,5,8,1,1,7,32
"Jasper County, TX",7,5,10,1,1,7,31
"Live Oak County, TX",9,4,10,1,1,7,32
"San Patricio County, TX",9,4,8,4,1,7,33
"Waller County, TX",9,4,10,1,1,7,32
"Bee County, TX",9,4,9,1,1,7,31
"Brazoria County, TX",4,4,10,4,1,7,30
"Brewster County, TX",9,2,8,1,6,5,31
"Dimmit County, TX",10,5,10,1,1,5,32
"Goliad County, TX",9,4,10,1,1,6,31
"Grimes County, TX",9,4,10,1,2,6,32
"Llano County, TX",10,4,10,1,2,5,32
"Montgomery County, TX",9,4,10,1,1,6,31
"San Jacinto County, TX",7,2,10,1,1,8,29
"Tyler County, TX",7,2,10,1,1,8,29
"Zavala County, TX",10,5,10,1,1,5,32
"Aransas County, TX",9,10,1,6,1,8,35
"Atascosa County, TX",10,4,10,1,1,5,31
"Bexar County, TX",9,4,10,1,2,5,31
"Callahan County, TX",9,4,10,1,2,5,31
"Chambers County, TX",6,4,8,4,1,8,31
"Coleman County, TX",9,4,10,1,2,5,31
"Colorado County, TX",9,4,10,1,1,6,31
"DeWitt County, TX",10,4,10,1,1,5,31
"Fort Bend County, TX",9,2,9,1,1,7,29
"Haskell County, TX",9,4,10,1,2,5,31
"Jim Wells County, TX",9,4,9,1,1,6,30
"Kinney County, TX",10,5,9,1,1,5,31
"Lavaca County, TX",9,4,10,1,2,5,31
"Liberty County, TX",7,2,8,3,1,8,29
"Limestone County, TX",9,4,10,1,2,5,31
"Reagan County, TX",10,4,8,1,3,5,31
"Wilbarger County, TX",9,4,10,1,2,5,31
"Wilson County, TX",9,4,10,1,1,6,31
"Austin County, TX",9,4,10,1,1,5,30
"Bastrop County, TX",9,4,10,1,1,5,30
"Borden County, TX",9,4,8,1,3,5,30
"Bosque County, TX",9,4,10,1,1,5,30
"Brazos County, TX",9,4,10,1,1,5,30
"Caldwell County, TX",9,4,9,1,2,5,30
"Calhoun County, TX",4,4,8,4,1,7,28
"Collingsworth County, TX",9,4,8,1,3,5,30
"Comanche County, TX",9,4,10,1,1,5,30
"Concho County, TX",9,2,10,1,2,5,29
"Coryell County, TX",9,4,10,1,1,5,30
"Dallas County, TX",9,4,10,1,1,5,30
"Denton County, TX",9,4,10,1,1,5,30
"Erath County, TX",9,4,10,1,1,5,30
"Fayette County, TX",9,4,10,1,1,5,30
"Freestone County, TX",9,4,10,1,1,5,30
"Gonzales County, TX",9,4,10,1,1,5,30
"Hamilton County, TX",9,4,10,1,1,5,30
"Hood County, TX",9,4,10,1,1,5,30
"Jefferson County, TX",6,9,3,4,1,8,31
"Johnson County, TX",9,4,10,1,1,5,30
"Jones County, TX",9,4,9,1,2,5,30
"Karnes County, TX",9,4,10,1,1,5,30
"Kaufman County, TX",9,4,10,1,1,5,30
"La Salle County, TX",10,2,10,1,1,5,29
"Lee County, TX",9,4,10,1,1,5,30
"McCulloch County, TX",9,2,10,1,2,5,29
"Medina County, TX",9,4,8,1,2,6,30
"Navarro County, TX",9,4,10,1,1,5,30
"Rockwall County, TX",9,4,10,1,1,5,30
"Runnels County, TX",9,4,9,1,2,5,30
"Shelby County, TX",9,4,10,1,1,5,30
"Tarrant County, TX",9,4,10,1,1,5,30
"Taylor County, TX",9,4,9,1,2,5,30
"Throckmorton County, TX",9,4,10,1,1,5,30
"Tom Green County, TX",9,4,8,1,3,5,30
"Van Zandt County, TX",9,4,10,1,1,5,30
"Walker County, TX",9,2,10,1,1,6,29
"Wichita County, TX",9,4,10,1,1,5,30
"Wise County, TX",9,4,10,1,1,5,30
"Andrews County, TX",9,2,8,1,3,5,28
"Archer County, TX",9,4,10,1,1,4,29
"Bell County, TX",9,4,8,1,2,5,29
"Burleson County, TX",9,4,9,1,1,5,29
"Clay County, TX",9,4,10,1,1,4,29
"Collin County, TX",9,4,9,1,1,5,29
"Comal County, TX",7,2,10,1,2,5,27
"Cottle County, TX",9,4,8,1,2,5,29
"Dawson County, TX",9,2,8,1,3,5,28
"El Paso County, TX",9,2,8,1,3,5,28
"Fisher County, TX",9,4,8,1,2,5,29
"Gaines County, TX",9,2,8,1,3,5,28
"Gillespie County, TX",7,2,10,1,2,5,27
"Guadalupe County, TX",9,4,8,1,2,5,29
"Harrison County, TX",7,4,10,1,1,5,28
"Hays County, TX",7,2,10,1,2,5,27
"Houston County, TX",7,2,10,1,1,6,27
"Hunt County, TX",9,4,9,1,1,5,29
"Jackson County, TX",7,2,7,4,1,7,28
"Kerr County, TX",7,2,10,1,2,5,27
"Lamar County, TX",9,4,9,1,1,5,29
"Madison County, TX",9,2,10,1,1,5,28
"Matagorda County, TX",3,2,8,4,1,8,26
"Montague County, TX",9,4,10,1,1,4,29
"Panola County, TX",7,4,10,1,1,5,28
"Robertson County, TX",9,4,9,1,1,5,29
"Sutton County, TX",9,2,8,1,3,5,28
"Terry County, TX",9,2,8,1,3,5,28
"Travis County, TX",9,4,9,1,1,5,29
"Uvalde County, TX",9,4,9,1,1,5,29
"Washington County, TX",9,4,9,1,1,5,29
"Anderson County, TX",7,2,10,1,1,5,26
"Bandera County, TX",7,2,8,1,2,6,26
"Bowie County, TX",7,4,9,1,1,5,27
"Cass County, TX",7,4,9,1,1,5,27
"Cherokee County, TX",7,2,10,1,1,5,26
"Cooke County, TX",7,2,10,1,1,5,26
"Donley County, TX",9,2,8,1,3,4,27
"Falls County, TX",9,4,8,1,1,5,28
"Fannin County, TX",9,4,9,1,1,4,28
"Franklin County, TX",7,2,10,1,1,5,26
"Frio County, TX",10,2,8,1,1,5,27
"Grayson County, TX",7,4,9,1,1,5,27
"Leon County, TX",9,2,9,1,1,5,27
"Lubbock County, TX",9,2,8,1,2,5,27
"Lynn County, TX",9,2,8,1,2,5,27
"McLennan County, TX",9,4,8,1,1,5,28
"Milam County, TX",9,4,8,1,1,5,28
"Nacogdoches County, TX",9,2,9,1,1,5,27
"Nolan County, TX",9,2,8,1,2,5,27
"Orange County, TX",6,10,1,4,1,8,30
"Rusk County, TX",7,2,10,1,1,5,26
"San Augustine County, TX",7,2,10,1,1,5,26
"Smith County, TX",7,2,10,1,1,5,26
"Upshur County, TX",7,2,10,1,1,5,26
"Victoria County, TX",9,2,8,3,1,5,28
"Wharton County, TX",7,2,8,1,1,6,25
"Wheeler County, TX",7,2,8,1,3,5,26
"Williamson County, TX",9,4,8,1,1,5,28
"Armstrong County, TX",7,2,8,1,3,4,25
"Crosby County, TX",7,2,8,1,2,5,25
"Delta County, TX",7,2,9,1,1,5,25
"Ellis County, TX",7,4,8,1,1,5,26
"Floyd County, TX",7,2,8,1,3,4,25
"Gray County, TX",7,2,8,1,3,4,25
"Hill County, TX",9,4,8,1,1,5,28
"Hudspeth County, TX",9,2,3,1,6,5,26
"Hutchinson County, TX",9,2,8,1,2,4,26
"Red River County, TX",7,2,9,1,1,5,25
"Briscoe County, TX",7,2,8,1,2,4,24
"Hale County, TX",7,2,8,1,3,4,25
"Hockley County, TX",7,2,8,1,3,4,25
"Lipscomb County, TX",7,2,8,1,2,4,24
"Potter County, TX",7,2,8,1,2,5,25
"Roberts County, TX",7,2,8,1,2,4,24
"Terrell County, TX",10,5,1,1,6,5,28
"Cochran County, TX",7,2,8,1,2,4,24
"Duval County, TX",10,5,1,1,1,8,26
"Hansford County, TX",7,2,8,1,2,4,24
"Lamb County, TX",7,2,8,1,2,4,24
"Ochiltree County, TX",7,2,8,1,2,4,24
"Oldham County, TX",7,2,7,1,3,4,24
"Presidio County, TX",10,6,1,1,4,5,27
"Val Verde County, TX",10,5,1,1,5,5,27
"Brooks County, TX",10,5,1,1,1,7,25
"Carson County, TX",7,1,8,1,2,4,23
"Culberson County, TX",7,2,1,1,7,5,23
"Deaf Smith County, TX",7,2,6,1,3,4,23
"Moore County, TX",7,2,7,1,2,4,23
"Randall County, TX",7,2,7,1,2,4,23
"Swisher County, TX",7,1,8,1,2,4,23
"Bailey County, TX",7,1,7,1,2,4,22
"Crockett County, TX",9,4,1,1,5,5,25
"Edwards County, TX",10,5,1,1,3,5,25
"Hartley County, TX",7,1,6,1,3,4,22
"Jim Hogg County, TX",10,5,1,1,1,6,24
"Polk County, TX",9,4,1,1,1,8,24
"Reeves County, TX",9,2,1,1,6,5,24
"Sherman County, TX",7,1,7,1,2,4,22
"Trinity County, TX",9,4,1,1,1,8,24
"Castro County, TX",7,1,7,1,1,4,21
"Dallam County, TX",7,1,6,1,2,4,21
"Loving County, TX",10,4,1,1,3,5,24
"Martin County, TX",10,4,1,1,3,5,24
"Midland County, TX",10,4,1,1,3,5,24
"Ward County, TX",10,4,1,1,3,5,24
"Winkler County, TX",10,4,1,1,3,5,24
"Zapata County, TX",10,6,1,1,1,5,24
"Glasscock County, TX",9,4,1,1,3,5,23
"Hardin County, TX",6,2,1,3,1,8,21
"Howard County, TX",9,4,1,1,3,5,23
"Kenedy County, TX",10,5,1,1,1,5,23
"Maverick County, TX",10,5,1,1,1,5,23
"Newton County, TX",7,2,1,1,1,8,20
"San Saba County, TX",10,4,1,1,2,5,23
"Schleicher County, TX",9,4,1,1,3,5,23
"Upton County, TX",9,4,1,1,3,5,23
"Yoakum County, TX",9,2,2,1,3,5,22
"Blanco County, TX",9,4,1,1,2,5,22
"Childress County, TX",9,4,1,1,2,5,22
"Crane County, TX",9,2,1,1,3,5,21
"Eastland County, TX",9,4,1,1,2,5,22
"Ector County, TX",9,2,1,1,3,5,21
"Foard County, TX",9,4,1,1,2,5,22
"Hall County, TX",9,4,1,1,2,5,22
"King County, TX",9,4,1,1,2,5,22
"Knox County, TX",9,4,1,1,2,5,22
"McMullen County, TX",10,4,1,1,1,5,22
"Parmer County, TX",6,1,6,1,1,4,19
"Sabine County, TX",7,2,1,1,1,7,19
"Scurry County, TX",9,4,1,1,2,5,22
"Sterling County, TX",9,2,1,1,3,5,21
"Stonewall County, TX",9,4,1,1,2,5,22
"Kimble County, TX",9,2,1,1,2,5,20
"Baylor County, TX",9,4,1,1,1,5,21
"Brown County, TX",9,4,1,1,1,5,21
"Coke County, TX",9,2,1,1,2,5,20
"Dickens County, TX",9,2,1,1,2,5,20
"Hardeman County, TX",9,2,1,1,2,5,20
"Irion County, TX",9,2,1,1,2,5,20
"Jeff Davis County, TX",4,1,1,1,6,5,18
"Kendall County, TX",9,2,1,1,2,5,20
"Kent County, TX",9,2,1,1,2,5,20
"Lampasas County, TX",9,4,1,1,1,5,21
"Mason County, TX",9,2,1,1,2,5,20
"Menard County, TX",9,2,1,1,2,5,20
"Mills County, TX",9,4,1,1,1,5,21
"Mitchell County, TX",9,2,1,1,2,5,20
"Motley County, TX",9,2,1,1,2,5,20
"Palo Pinto County, TX",9,4,1,1,1,5,21
"Parker County, TX",9,4,1,1,1,5,21
"Rains County, TX",9,4,1,1,1,5,21
"Real County, TX",7,2,1,1,2,6,19
"Shackelford County, TX",9,4,1,1,1,5,21
"Stephens County, TX",9,4,1,1,1,5,21
"Young County, TX",9,4,1,1,1,5,21
"Angelina County, TX",9,2,1,1,1,5,19
"Burnet County, TX",9,2,1,1,1,5,19
"Garza County, TX",7,2,1,1,2,5,18
"Gregg County, TX",7,4,1,1,1,5,19
"Hemphill County, TX",7,2,1,1,2,5,18
"Henderson County, TX",7,4,1,1,1,5,19
"Jack County, TX",9,4,1,1,1,4,20
"Marion County, TX",7,4,1,1,1,5,19
"Somervell County, TX",9,2,1,1,1,5,19
"Camp County, TX",7,2,1,1,1,5,17
"Hopkins County, TX",7,2,1,1,1,5,17
"Morris County, TX",7,2,1,1,1,5,17
"Titus County, TX",7,2,1,1,1,5,17
"Wood County, TX",7,2,1,1,1,5,17
"Washington County, UT",7,2,5,1,9,5,29
"Tooele County, UT",7,2,5,1,9,4,28
"Juab County, UT",7,2,4,1,8,4,26
"Millard County, UT",7,1,4,1,9,4,26
"Salt Lake County, UT",7,2,5,1,7,4,26
"Davis County, UT",7,2,4,1,7,4,25
"Box Elder County, UT",4,1,4,1,9,4,23
"Utah County, UT",6,1,4,1,8,4,24
"San Juan County, UT",4,1,4,1,8,4,22
"Beaver County, UT",7,1,3,1,6,4,22
"Emery County, UT",6,1,4,1,6,4,22
"Uintah County, UT",7,1,4,1,6,4,23
"Cache County, UT",4,1,4,1,6,4,20
"Sevier County, UT",6,1,3,1,6,4,21
"Weber County, UT",4,1,4,1,6,4,20
"Carbon County, UT",4,1,3,1,6,4,19
"Duchesne County, UT",4,1,3,1,6,4,19
"Grand County, UT",6,2,1,1,6,4,20
"Iron County, UT",4,1,1,1,8,4,19
"Morgan County, UT",6,1,1,1,6,4,19
"Sanpete County, UT",4,1,1,1,7,4,18
"Wayne County, UT",6,1,1,1,6,4,19
"Garfield County, UT",3,1,1,1,7,4,17
"Summit County, UT",4,1,1,1,6,4,17
"Wasatch County, UT",6,1,1,1,6,4,19
"Kane County, UT",3,1,1,1,6,4,16
"Piute County, UT",4,1,1,1,6,4,17
"Rich County, UT",3,1,1,1,6,4,16
"Daggett County, UT",4,1,1,1,3,4,14
"Charles City County, VA",6,6,7,4,1,5,29
"Suffolk city, VA",6,4,8,4,2,5,29
"Isle of Wight County, VA",6,4,7,4,2,5,28
"Chesapeake city, VA",4,5,7,4,2,5,27
"Virginia Beach city, VA",4,5,7,4,2,5,27
"Henrico County, VA",6,5,8,3,1,4,27
"Northampton County, VA",4,7,3,4,1,6,25
"Southampton County, VA",4,4,8,4,1,5,26
"King and Queen County, VA",6,5,5,4,1,5,26
"King William County, VA",6,4,6,4,1,5,26
"New Kent County, VA",6,5,6,4,1,4,26
"Prince George County, VA",6,5,7,3,1,4,26
"Poquoson city, VA",4,5,1,6,1,9,26
"Lancaster County, VA",6,6,3,4,1,5,25
"Middlesex County, VA",6,6,3,4,1,5,25
"Accomack County, VA",3,5,3,7,1,5,24
"Essex County, VA",4,5,4,4,1,5,23
"Northumberland County, VA",4,6,3,4,1,5,23
"Chesterfield County, VA",6,2,6,3,1,4,22
"Gloucester County, VA",4,5,3,4,1,5,22
"Goochland County, VA",4,2,8,1,1,4,20
"Hanover County, VA",4,2,7,3,1,4,21
"James City County, VA",4,4,5,4,1,4,22
"Surry County, VA",4,4,4,4,1,5,22
"Sussex County, VA",4,4,7,1,1,4,21
"Newport News city, VA",4,5,1,7,2,5,24
"Greensville County, VA",4,1,7,1,1,5,19
"King George County, VA",4,4,4,4,1,4,21
"Powhatan County, VA",4,2,7,1,1,4,19
"Prince William County, VA",4,4,5,3,1,4,21
"Richmond County, VA",4,5,3,4,1,4,21
"Stafford County, VA",4,2,5,4,1,4,20
"Caroline County, VA",4,2,4,3,1,5,19
"Dinwiddie County, VA",4,2,6,1,1,4,18
"Fairfax County, VA",4,4,4,3,1,4,20
"Loudoun County, VA",4,2,5,1,2,4,18
"Hampton city, VA",4,5,1,4,2,5,21
"Norfolk city, VA",4,5,1,4,2,5,21
"Portsmouth city, VA",4,5,1,4,2,5,21
"Mathews County, VA",4,5,1,6,1,5,22
"Amelia County, VA",4,1,6,1,1,4,17
"Buckingham County, VA",4,1,6,1,1,4,17
"Fluvanna County, VA",4,2,5,1,1,4,17
"Henry County, VA",4,1,6,1,1,4,17
"Lunenburg County, VA",6,2,4,1,1,4,18
"Mecklenburg County, VA",6,2,4,1,1,4,18
"Orange County, VA",4,2,5,1,1,4,17
"Westmoreland County, VA",4,2,3,4,1,4,18
"York County, VA",4,5,1,4,1,5,20
"Colonial Heights city, VA",6,5,1,4,1,4,21
"Albemarle County, VA",4,2,4,1,1,4,16
"Brunswick County, VA",4,1,5,1,1,4,16
"Clarke County, VA",3,2,4,1,2,4,16
"Craig County, VA",4,2,3,1,2,4,16
"Culpeper County, VA",4,2,4,1,1,4,16
"Louisa County, VA",4,2,4,1,1,4,16
"Madison County, VA",4,1,4,1,2,4,16
"Rappahannock County, VA",4,1,4,1,2,4,16
"Hopewell city, VA",6,5,1,3,1,4,20
"Williamsburg city, VA",4,5,1,3,1,5,19
"Amherst County, VA",4,1,4,1,1,4,15
"Bedford County, VA",4,1,3,1,2,4,15
"Botetourt County, VA",4,1,3,1,2,4,15
"Carroll County, VA",4,1,3,1,2,4,15
"Charlotte County, VA",6,1,3,1,1,4,16
"Cumberland County, VA",4,1,4,1,1,4,15
"Fauquier County, VA",3,2,4,1,1,4,15
"Frederick County, VA",4,1,3,1,2,4,15
"Greene County, VA",4,2,3,1,1,4,15
"Halifax County, VA",4,1,4,1,1,4,15
"Lee County, VA",4,1,3,1,2,4,15
"Nelson County, VA",4,1,3,1,2,4,15
"Nottoway County, VA",4,1,4,1,1,4,15
"Page County, VA",4,1,3,1,2,4,15
"Prince Edward County, VA",4,1,4,1,1,4,15
"Rockbridge County, VA",4,1,3,1,2,4,15
"Scott County, VA",4,1,3,1,2,4,15
"Shenandoah County, VA",4,1,3,1,2,4,15
"Spotsylvania County, VA",4,2,3,1,1,4,15
"Warren County, VA",4,1,3,1,2,4,15
"Petersburg city, VA",6,5,1,1,1,4,18
"Appomattox County, VA",4,1,3,1,1,4,14
"Augusta County, VA",3,1,3,1,2,4,14
"Bath County, VA",3,1,3,1,2,4,14
"Bland County, VA",3,1,3,1,2,4,14
"Buchanan County, VA",3,1,3,1,2,4,14
"Campbell County, VA",4,1,3,1,1,4,14
"Dickenson County, VA",3,1,3,1,2,4,14
"Franklin County, VA",4,1,3,1,1,4,14
"Giles County, VA",3,1,3,1,2,4,14
"Grayson County, VA",3,1,3,1,2,4,14
"Montgomery County, VA",3,1,3,1,2,4,14
"Patrick County, VA",4,1,3,1,1,4,14
"Pittsylvania County, VA",4,1,3,1,1,4,14
"Pulaski County, VA",3,1,3,1,2,4,14
"Rockingham County, VA",3,1,3,1,2,4,14
"Russell County, VA",3,1,3,1,2,4,14
"Smyth County, VA",3,1,3,1,2,4,14
"Tazewell County, VA",3,1,3,1,2,4,14
"Washington County, VA",3,1,3,1,2,4,14
"Wise County, VA",3,1,3,1,2,4,14
"Wythe County, VA",3,1,3,1,2,4,14
"Franklin city, VA",6,4,1,1,1,4,17
"Richmond city, VA",6,2,1,3,1,4,17
"Alexandria city, VA",4,2,1,3,1,5,16
"Falls Church city, VA",4,4,1,1,1,5,16
"Manassas city, VA",4,4,1,1,1,5,16
"Floyd County, VA",3,1,3,1,1,4,13
"Highland County, VA",1,1,3,1,2,4,12
"Fairfax city, VA",4,4,1,1,1,4,15
"Manassas Park city, VA",4,4,1,1,1,4,15
"Galax city, VA",4,2,1,1,1,5,14
